   0.0000000e+00	   0.0000000e+00	
  -6.5767746e+00	  -1.1707596e+01	
  -1.4239609e+01	   2.7313717e+01	
  -1.6372002e+00	   2.8928302e+01	
  -5.4525840e+01	  -3.1238511e+00	
  -4.5002116e+01	   1.0821776e+00	
  -2.1219587e+01	  -2.9566982e+01	
  -3.6112620e+01	  -5.3018119e+01	
  -3.5983841e+01	  -9.3194254e+01	
  -6.3082465e+01	  -9.4062631e+01	
  -7.2706230e+01	  -1.0228538e+02	
  -5.3038520e+01	  -1.2008644e+02	
  -4.3513715e+01	  -1.6164839e+02	
  -1.1289482e+01	  -1.9719145e+02	
   1.2098297e+01	  -2.1657301e+02	
   1.4449708e+01	  -2.2616781e+02	
   1.7982156e+01	  -2.2744479e+02	
   7.4124401e+01	  -2.0538536e+02	
   1.0024088e+02	  -2.5664308e+02	
   1.2155957e+02	  -3.0252646e+02	
   1.4508742e+02	  -3.4169982e+02	
   1.3819095e+02	  -3.3141905e+02	
   1.4611613e+02	  -3.5309297e+02	
   1.6107073e+02	  -3.6388806e+02	
   1.9438036e+02	  -3.7260211e+02	
   2.1695592e+02	  -3.8488306e+02	
   2.7857939e+02	  -3.4407614e+02	
   3.1222419e+02	  -3.3256678e+02	
   3.2248950e+02	  -3.6349273e+02	
   3.3807766e+02	  -3.7703760e+02	
   3.8061037e+02	  -4.2282425e+02	
   4.0543121e+02	  -4.5533362e+02	
   4.5868967e+02	  -4.5481503e+02	
   5.0406597e+02	  -4.0456997e+02	
   5.4256897e+02	  -3.9358568e+02	
   5.6095663e+02	  -4.3115821e+02	
   5.9384776e+02	  -4.4544821e+02	
   6.2614161e+02	  -4.1997854e+02	
   6.4173998e+02	  -3.9960600e+02	
   6.4214818e+02	  -4.1552667e+02	
   6.4339982e+02	  -4.2604349e+02	
   6.5750899e+02	  -4.1745298e+02	
   6.8943161e+02	  -3.9141141e+02	
   6.5477985e+02	  -3.4007036e+02	
   6.6583893e+02	  -3.2128317e+02	
   6.8614476e+02	  -3.1256607e+02	
   6.9365607e+02	  -3.0989741e+02	
   7.2608274e+02	  -3.0114265e+02	
   7.0356676e+02	  -3.1877258e+02	
   7.1294373e+02	  -3.5656933e+02	
   7.1828295e+02	  -3.6780696e+02	
   7.5838644e+02	  -3.5754468e+02	
   7.5194138e+02	  -3.6444599e+02	
   7.4455419e+02	  -3.9058737e+02	
   7.3849679e+02	  -3.4871020e+02	
   7.3734407e+02	  -3.5664006e+02	
   7.5345745e+02	  -3.4387127e+02	
   7.5895545e+02	  -3.2689567e+02	
   7.5969474e+02	  -2.9362307e+02	
   7.9542222e+02	  -2.7201836e+02	
   7.9312101e+02	  -2.7682316e+02	
   7.9372018e+02	  -2.8599211e+02	
   8.0855784e+02	  -2.6569155e+02	
   8.0254426e+02	  -2.6017708e+02	
   8.2001393e+02	  -2.4837927e+02	
   8.4497808e+02	  -2.2507855e+02	
   8.3804597e+02	  -2.3968290e+02	
   8.8827995e+02	  -2.1790966e+02	
   9.1783352e+02	  -1.9995265e+02	
   9.2143878e+02	  -1.8525795e+02	
   9.1668997e+02	  -1.4248145e+02	
   8.7569753e+02	  -1.0401692e+02	
   8.8222582e+02	  -9.5596978e+01	
   8.6496703e+02	  -4.1420553e+01	
   8.6599620e+02	  -1.1363703e+01	
   8.6858363e+02	   2.8240721e+01	
   8.6081152e+02	   1.3817883e+01	
   8.5074640e+02	   8.9389682e+00	
   8.2431572e+02	   2.3185043e+01	
   8.2070523e+02	   5.7736988e-01	
   8.4682410e+02	  -1.9799236e+01	
   8.7780127e+02	  -4.5047082e+00	
   8.8105038e+02	  -2.0092341e+01	
